2025-10-01 19:14:26 | INFO     | ================================================================================
2025-10-01 19:14:26 | INFO     | ESL INVENTORY SYNCHRONIZATION MIDDLEWARE STARTED
2025-10-01 19:14:26 | INFO     | Version: 1.0.0 (Cross-Platform)
2025-10-01 19:14:26 | INFO     | Platform: Darwin 24.5.0
2025-10-01 19:14:26 | INFO     | Python: 3.13.7
2025-10-01 19:14:26 | INFO     | Config: config.json
2025-10-01 19:14:26 | INFO     | Poll Interval: 30 seconds
2025-10-01 19:14:26 | INFO     | ================================================================================
2025-10-01 19:14:26 | INFO     | Starting ESL Middleware...
2025-10-01 19:14:26 | INFO     | Running initial synchronization...
2025-10-01 19:14:26 | INFO     | Starting sync cycle #1
2025-10-01 19:14:26 | INFO     | Found 1 DBF file(s) in RMan_Export
2025-10-01 19:14:26 | INFO     | Processing: AnyConv.com__dummy_pos.dbf
2025-10-01 19:14:26 | INFO     | Detecting changes in AnyConv.com__dummy_pos.dbf
2025-10-01 19:14:26 | INFO     | Reading DBF file: RMan_Export/AnyConv.com__dummy_pos.dbf
2025-10-01 19:14:26 | INFO     | Successfully read 5 records from RMan_Export/AnyConv.com__dummy_pos.dbf
2025-10-01 19:14:26 | INFO     | Change detection complete for AnyConv.com__dummy_pos.dbf:
2025-10-01 19:14:26 | INFO     |   New records: 0
2025-10-01 19:14:26 | INFO     |   Updated records: 0
2025-10-01 19:14:26 | INFO     |   Deleted records: 0
2025-10-01 19:14:26 | INFO     |   Unchanged records: 5
2025-10-01 19:14:26 | INFO     |   Max DOC_NO: 0
2025-10-01 19:14:26 | INFO     | No changes detected in AnyConv.com__dummy_pos.dbf
2025-10-01 19:14:26 | INFO     | ============================================================
2025-10-01 19:14:26 | INFO     | Sync Cycle #1 Complete
2025-10-01 19:14:26 | INFO     |   Duration: 0.00 seconds
2025-10-01 19:14:26 | INFO     |   Files Processed: 1
2025-10-01 19:14:26 | INFO     |   New Records: 0
2025-10-01 19:14:26 | INFO     |   Updated Records: 0
2025-10-01 19:14:26 | INFO     |   Deleted Records: 0
2025-10-01 19:14:26 | INFO     |   CSV Files Created: 0
2025-10-01 19:14:26 | INFO     | ============================================================
2025-10-01 19:14:26 | SUCCESS  | ✅ Middleware started. Syncing every 30 seconds
2025-10-01 19:14:26 | INFO     | Press Ctrl+C to stop
2025-10-01 19:14:56 | INFO     | Starting sync cycle #2
2025-10-01 19:14:56 | INFO     | Found 1 DBF file(s) in RMan_Export
2025-10-01 19:14:56 | INFO     | Processing: AnyConv.com__dummy_pos.dbf
2025-10-01 19:14:56 | INFO     | Detecting changes in AnyConv.com__dummy_pos.dbf
2025-10-01 19:14:56 | INFO     | Reading DBF file: RMan_Export/AnyConv.com__dummy_pos.dbf
2025-10-01 19:14:56 | INFO     | Successfully read 5 records from RMan_Export/AnyConv.com__dummy_pos.dbf
2025-10-01 19:14:56 | INFO     | Change detection complete for AnyConv.com__dummy_pos.dbf:
2025-10-01 19:14:56 | INFO     |   New records: 0
2025-10-01 19:14:56 | INFO     |   Updated records: 0
2025-10-01 19:14:56 | INFO     |   Deleted records: 0
2025-10-01 19:14:56 | INFO     |   Unchanged records: 5
2025-10-01 19:14:56 | INFO     |   Max DOC_NO: 0
2025-10-01 19:14:56 | INFO     | No changes detected in AnyConv.com__dummy_pos.dbf
2025-10-01 19:14:56 | INFO     | ============================================================
2025-10-01 19:14:56 | INFO     | Sync Cycle #2 Complete
2025-10-01 19:14:56 | INFO     |   Duration: 0.01 seconds
2025-10-01 19:14:56 | INFO     |   Files Processed: 1
2025-10-01 19:14:56 | INFO     |   New Records: 0
2025-10-01 19:14:56 | INFO     |   Updated Records: 0
2025-10-01 19:14:56 | INFO     |   Deleted Records: 0
2025-10-01 19:14:56 | INFO     |   CSV Files Created: 0
2025-10-01 19:14:56 | INFO     | ============================================================
2025-10-01 19:15:26 | INFO     | Starting sync cycle #3
2025-10-01 19:15:26 | INFO     | Found 1 DBF file(s) in RMan_Export
2025-10-01 19:15:26 | INFO     | Processing: AnyConv.com__dummy_pos.dbf
2025-10-01 19:15:26 | INFO     | Detecting changes in AnyConv.com__dummy_pos.dbf
2025-10-01 19:15:26 | INFO     | Reading DBF file: RMan_Export/AnyConv.com__dummy_pos.dbf
2025-10-01 19:15:26 | INFO     | Successfully read 5 records from RMan_Export/AnyConv.com__dummy_pos.dbf
2025-10-01 19:15:26 | INFO     | Change detection complete for AnyConv.com__dummy_pos.dbf:
2025-10-01 19:15:26 | INFO     |   New records: 0
2025-10-01 19:15:26 | INFO     |   Updated records: 0
2025-10-01 19:15:26 | INFO     |   Deleted records: 0
2025-10-01 19:15:26 | INFO     |   Unchanged records: 5
2025-10-01 19:15:26 | INFO     |   Max DOC_NO: 0
2025-10-01 19:15:26 | INFO     | No changes detected in AnyConv.com__dummy_pos.dbf
2025-10-01 19:15:26 | INFO     | ============================================================
2025-10-01 19:15:26 | INFO     | Sync Cycle #3 Complete
2025-10-01 19:15:26 | INFO     |   Duration: 0.01 seconds
2025-10-01 19:15:26 | INFO     |   Files Processed: 1
2025-10-01 19:15:26 | INFO     |   New Records: 0
2025-10-01 19:15:26 | INFO     |   Updated Records: 0
2025-10-01 19:15:26 | INFO     |   Deleted Records: 0
2025-10-01 19:15:26 | INFO     |   CSV Files Created: 0
2025-10-01 19:15:26 | INFO     | ============================================================
2025-10-01 19:15:56 | INFO     | Starting sync cycle #4
2025-10-01 19:15:56 | INFO     | Found 1 DBF file(s) in RMan_Export
2025-10-01 19:15:56 | INFO     | Processing: AnyConv.com__dummy_pos.dbf
2025-10-01 19:15:56 | INFO     | Detecting changes in AnyConv.com__dummy_pos.dbf
2025-10-01 19:15:56 | INFO     | Reading DBF file: RMan_Export/AnyConv.com__dummy_pos.dbf
2025-10-01 19:15:56 | INFO     | Successfully read 5 records from RMan_Export/AnyConv.com__dummy_pos.dbf
2025-10-01 19:15:56 | INFO     | Change detection complete for AnyConv.com__dummy_pos.dbf:
2025-10-01 19:15:56 | INFO     |   New records: 0
2025-10-01 19:15:56 | INFO     |   Updated records: 0
2025-10-01 19:15:56 | INFO     |   Deleted records: 0
2025-10-01 19:15:56 | INFO     |   Unchanged records: 5
2025-10-01 19:15:56 | INFO     |   Max DOC_NO: 0
2025-10-01 19:15:56 | INFO     | No changes detected in AnyConv.com__dummy_pos.dbf
2025-10-01 19:15:56 | INFO     | ============================================================
2025-10-01 19:15:56 | INFO     | Sync Cycle #4 Complete
2025-10-01 19:15:56 | INFO     |   Duration: 0.01 seconds
2025-10-01 19:15:56 | INFO     |   Files Processed: 1
2025-10-01 19:15:56 | INFO     |   New Records: 0
2025-10-01 19:15:56 | INFO     |   Updated Records: 0
2025-10-01 19:15:56 | INFO     |   Deleted Records: 0
2025-10-01 19:15:56 | INFO     |   CSV Files Created: 0
2025-10-01 19:15:56 | INFO     | ============================================================
2025-10-01 19:16:26 | INFO     | Starting sync cycle #5
2025-10-01 19:16:26 | INFO     | Found 1 DBF file(s) in RMan_Export
2025-10-01 19:16:26 | INFO     | Processing: AnyConv.com__dummy_pos.dbf
2025-10-01 19:16:26 | INFO     | Detecting changes in AnyConv.com__dummy_pos.dbf
2025-10-01 19:16:26 | INFO     | Reading DBF file: RMan_Export/AnyConv.com__dummy_pos.dbf
